,screen_name_binary,name_binary,description_binary,status_binary,verified,followers_count,friends_count,statuses_count,listed_count_binary,bot
42,False,False,False,False,False,1,340,49,True,1
43,False,False,False,False,False,89,1225,2,True,1
44,False,False,False,False,False,1076,0,12674,True,1
45,True,True,False,True,False,399,679,26073,True,1
46,False,True,True,False,False,394,3537,349,True,1
47,False,False,False,False,False,4,96,0,True,1
48,False,False,False,False,False,0,140,12,True,1
49,False,False,False,False,False,1334,0,59023,True,1
50,False,False,True,True,False,36,1,510,True,1
51,False,True,True,True,False,8,1,29,True,1
52,True,True,True,False,False,1451,1,15020,True,1
53,False,False,True,True,False,1807,101,125403,True,1
54,False,False,False,False,False,1,63,1,True,1
55,False,False,False,False,False,82,49,16728,True,1
56,False,False,False,False,False,2,20,127,True,1
57,False,False,True,True,False,0,25,73,True,1
58,False,False,False,False,False,78,1,4438,True,1
59,False,False,False,True,False,403,6,12395,True,1
60,False,False,True,False,True,7324,456,3334,True,1
61,True,True,True,True,False,68,0,25193,True,1
62,False,False,True,False,False,108,1,19770,True,1
63,True,False,False,True,False,120,0,5614,True,1
64,True,False,True,True,False,0,330,29,True,1
65,False,False,True,False,False,0,22,100,True,1
66,False,False,False,False,False,15,19,19,True,1
67,False,False,False,True,False,23,0,63,True,1
68,False,False,False,False,False,127,180,12702,True,1
69,False,False,False,False,False,175986,14914,18839,True,1
70,False,True,True,True,False,731,1,2576,True,1
71,True,True,False,True,False,182,0,433,True,1
72,True,True,True,True,False,123,0,29410,True,1
73,True,True,True,True,False,1287,1,62797,True,1
74,False,False,False,False,False,110,1797,4,True,1
75,False,False,True,False,False,9,0,1412,True,1
76,False,False,True,True,False,102437,3,13953,True,1
77,False,False,False,False,False,4,350,6,True,1
78,False,False,False,True,False,1,44,78,True,1
79,False,True,True,False,False,281,5,22739,True,1
80,False,False,False,False,False,104669,5438,7897,True,1
81,False,False,False,False,False,23472,2,59327,True,1
82,False,False,False,False,False,43,1,26955,True,1
83,False,False,False,False,False,11,74,1,True,1
84,True,False,False,True,False,928,0,71773,True,1
85,False,False,True,True,False,63,2,2672,True,1
86,True,False,True,True,False,71,2,644,True,1
87,True,True,False,False,False,131,2,4499,True,1
88,True,True,True,False,False,171,4,8808,True,1
89,False,False,False,False,False,6859,5458,46537,True,1
90,True,True,True,True,False,3730,21,306026,True,1
91,False,False,False,False,False,4,244,17,True,1
92,False,False,False,False,False,277,4887,41,True,1
93,True,True,False,True,False,31,23,170,True,1
94,True,True,True,False,False,1078,0,2,True,1
95,True,True,True,True,False,8,0,123,True,1
96,False,False,True,False,False,14,3,13752,True,1
97,False,False,False,False,False,9978,10829,862,True,1
98,False,False,False,False,False,0,32,93,True,1
99,False,False,False,True,False,204,1,7491,True,1
100,True,True,True,True,False,20,9,2311,True,1
101,False,False,False,True,False,109,153,24,True,1
102,True,False,False,True,False,539,10,212479,True,1
103,False,False,False,False,False,227,292,12,True,1
104,False,True,True,True,False,105,4,1571,True,1
105,True,True,True,True,False,1022,0,403392,True,1
106,False,False,False,False,False,33,1526,1,True,1
107,False,False,False,False,False,4,19,0,True,1
108,False,False,False,True,False,1,342,43,True,1
109,False,False,False,False,False,0,310,27,True,1
110,False,False,False,False,False,1,420,80,True,1
111,False,False,False,False,False,0,346,28,True,1
112,False,False,False,False,False,23,0,376,True,1
113,False,False,False,True,False,254,16,13695,True,1
114,False,False,True,False,False,20,9,445,True,1
115,False,False,False,False,False,516,0,4145,True,1
116,False,False,False,False,False,5,464,88,True,1
117,False,False,False,True,False,447990,487927,107503,True,1
118,False,False,False,False,False,1,338,30,True,1
119,False,False,False,False,False,255,1,12821,True,1
120,False,False,False,False,False,16,1862,392,True,1
121,False,False,True,False,False,268,99,5099,True,1
122,False,False,False,False,False,742,38,367778,True,1
123,True,True,True,True,False,61,31,627,True,1
124,False,False,True,True,False,105,1,570,True,1
125,False,False,False,True,False,26,35,9117,True,1
126,False,False,False,False,False,13,1,1035,True,1
127,False,False,True,False,False,7724,22,16682,True,1
128,False,False,False,True,False,38413,2,146227,True,1
129,False,False,False,False,False,124,158,3597,True,1
130,True,True,True,False,False,142,14,26,True,1
131,True,True,False,True,False,434,0,3033,True,1
132,False,False,False,False,False,9,462,72,True,1
133,False,False,True,True,False,44,0,1220,True,1
134,False,False,False,False,False,505,3673,595,True,1
135,True,True,True,True,False,67078,0,12064,True,1
136,True,False,False,True,False,19048,2,220592,True,1
137,False,False,True,False,False,69508,70633,423314,True,1
138,False,False,False,False,False,0,100,0,True,1
139,True,True,True,False,False,30,0,1560,True,1
140,False,False,False,False,False,1,116,1,True,1
141,False,False,True,True,False,0,34,61,True,1
142,False,False,True,False,False,261,1,4776,True,1
143,False,False,True,False,False,1058,1,7678,True,1
144,True,True,True,False,False,15,1,75,True,1
145,False,False,False,True,False,14,0,3422,True,1
146,False,False,False,False,False,2,106,1,True,1
147,True,True,True,False,False,344,24,161,True,1
148,False,False,True,True,False,78,221,1953,True,1
149,True,True,False,True,False,21,19,1160,True,1
150,False,False,False,True,False,12,33,65,True,1
151,False,False,True,False,False,669,7,21522,True,1
152,False,False,False,False,False,0,34,0,True,1
153,True,True,True,True,False,324,0,6664,True,1
154,False,False,False,False,False,283,443,2864,True,1
155,False,False,True,True,False,95,3,2464,True,1
156,True,True,True,False,False,571,15,1181,True,1
157,False,False,False,False,False,20,1827,387,True,1
158,False,False,False,False,False,3,523,113,True,1
159,True,False,True,True,False,16,25,150,True,1
160,True,True,False,True,False,782,0,276,True,1
161,False,False,True,False,False,6,0,241,True,1
162,False,False,True,False,False,187,1,10881,True,1
163,True,True,True,True,False,659,806,9565,True,1
164,False,False,False,False,False,9,89,4,True,1
165,False,False,True,False,False,40,0,884,True,1
166,True,False,True,False,False,2,350,34,True,1
167,False,False,False,False,False,1,365,25,True,1
168,True,True,True,True,False,160,3,4080,True,1
169,True,True,True,False,False,972,43,7460,True,1
170,False,False,False,False,False,34,22,19078,True,1
171,False,True,False,False,False,176,5,5685,True,1
172,True,True,True,True,False,156,1,22280,True,1
173,False,False,False,False,False,736,3482,681,True,1
174,False,False,False,False,False,2,323,34,True,1
175,True,True,False,True,False,76,0,183,True,1
176,False,False,False,False,False,970,1642,976,True,1
177,True,True,True,True,False,32,0,1038,True,1
178,True,True,False,True,False,762,317,40206,True,1
179,True,True,True,True,False,231,0,622,True,1
180,False,False,True,False,False,7,664,187,True,1
181,True,True,True,False,False,531,1,25992,True,1
182,True,True,False,True,False,23,0,99,True,1
183,False,False,False,False,False,3,49,1,True,1
184,True,True,False,True,False,139,7,497,True,1
185,False,False,False,False,False,66,601,1697,True,1
186,True,True,True,True,False,693,386,3271,True,1
187,False,False,False,True,False,3,57,1,True,1
188,True,True,False,False,False,0,60,0,True,1
189,False,True,False,True,False,55,1,1841755,True,1
190,False,False,False,True,False,64,32,4269,True,1
191,True,True,False,False,False,102,2,51833,True,1
192,False,False,False,False,False,0,290,35,True,1
193,False,False,False,False,False,1214,2573,415,True,1
194,False,False,False,False,False,18,3,1817,True,1
195,False,False,True,True,False,255,5,288,True,1
196,True,False,False,False,False,72,0,2233,True,1
197,False,False,True,False,False,253,57,36435,True,1
198,False,False,False,False,False,0,346,39,True,1
199,True,True,True,False,False,244,0,14990,True,1
200,True,False,False,True,False,20,1,1578,True,1
201,False,False,False,False,False,0,68,1,True,1
202,False,False,True,False,False,1929,2753,10337,True,1
203,True,True,True,False,False,660,0,4773,True,1
204,True,False,True,True,False,358,1,42988,True,1
205,False,False,False,False,False,1,259,33,True,1
206,False,True,False,False,False,25,897,20,True,1
207,False,False,False,False,False,2,97,0,True,1
208,True,True,True,False,False,1056,1576,87824,True,1
209,True,True,True,True,False,17504,0,27782,True,1
210,False,False,False,False,False,12,2034,476,True,1
211,False,False,False,False,False,68,1,401,True,1
212,False,False,True,False,False,12,0,156,True,1
213,True,False,True,True,False,6027,0,116980,True,1
214,True,True,True,True,False,3947,4728,91770,True,1
215,False,False,False,False,False,25,1935,368,True,1
216,False,False,False,False,False,3,519,107,True,1
217,False,False,False,True,False,3,6,17,True,1
218,False,True,True,True,False,560,0,17873,True,1
219,False,False,False,True,False,0,30,60,True,1
220,False,True,False,True,False,12,1,692,True,1
221,False,False,False,False,False,4,259,12,True,1
222,True,True,False,False,False,0,100,0,True,1
223,True,True,False,False,False,17,500,4,True,1
224,False,False,False,False,False,49,1537,1,True,1
225,True,True,True,True,False,638,60,4647,True,1
226,False,True,True,False,False,21172,20058,80502,True,1
227,True,True,True,True,False,547,650,6857,True,1
228,False,False,False,False,False,0,34,71,True,1
229,False,False,True,True,False,116,1,1031,True,1
230,True,True,True,True,False,194,3,5652,True,1
231,False,False,False,False,False,12368,0,587,True,1
232,True,False,True,True,False,2682,403,72033,True,1
233,False,False,False,False,False,176,2,23319,True,1
234,False,True,False,True,False,160,12,14279,True,1
235,True,True,True,True,False,18,0,1590,True,1
236,True,True,True,True,False,35,1,4402,True,1
237,False,False,False,False,False,5,714,189,True,1
238,False,False,False,False,False,1829,8,27851,True,1
239,True,True,True,False,False,1,262,28,True,1
240,False,False,True,False,False,0,26,57,True,1
241,True,True,True,True,False,152,0,3301,True,1
242,False,False,False,False,False,24,2000,315,True,1
243,True,True,False,True,False,162,0,20469,True,1
244,False,False,True,True,False,62,0,166,True,1
245,True,True,False,True,False,107,334,5394,True,1
246,False,False,False,False,False,0,231,20,True,1
247,True,True,True,True,False,509,35,10551,True,1
248,True,True,True,True,False,288,1,3427,True,1
249,False,False,False,True,False,117,353,2853,True,1
250,False,False,False,False,False,198,2,11675,True,1
251,False,False,False,False,False,2,12,0,True,1
252,True,True,True,True,False,873,8,20734,True,1
253,False,False,True,False,False,99,0,75,True,1
254,False,False,False,False,False,134,0,7597,True,1
255,True,False,True,False,False,15,1,5017,True,1
256,True,True,False,False,False,4,47,1,True,1
257,False,False,True,False,False,145,1,6758,True,1
258,False,False,False,False,False,19,1952,420,True,1
259,False,False,False,False,False,1,236,24,True,1
260,True,False,True,False,False,41,1,3048,True,1
261,False,False,False,False,False,1,80,1,True,1
262,False,False,True,False,False,1229,83,614,True,1
263,False,False,False,False,False,1,341,42,True,1
264,True,True,True,False,False,167,5,607,True,1
265,True,True,True,True,False,1129,7,23557,True,1
266,False,False,False,False,False,0,22,1,True,1
267,False,False,False,True,False,3,0,1050,True,1
268,True,True,True,True,False,505,13,5109,True,1
269,True,False,True,True,False,15,0,31365,True,1
270,False,False,True,False,False,16,1,1832,True,1
271,False,False,False,False,False,41,394,4,True,1
272,False,False,True,True,False,549,370,4658,True,1
273,False,False,False,False,False,0,60,10,True,1
274,False,False,False,True,False,0,43,86,True,1
275,False,False,False,False,False,102,3,10873,True,1
276,False,True,True,False,False,578,17,5234,True,1
277,False,False,False,False,False,1,34,98,True,1
278,False,False,False,True,False,1456,12,72096,True,1
279,False,False,False,False,False,0,1,0,True,1
280,False,False,False,False,False,14,253,0,True,1
281,False,False,False,False,False,506,11,41052,True,1
282,False,False,True,True,False,307,0,423,True,1
283,True,True,True,True,False,518,5,94196,True,1
284,False,False,False,False,False,0,118,0,True,1
285,False,False,False,False,False,1,4,4,True,1
286,False,False,False,False,False,50,2,1228,True,1
287,False,False,True,False,False,3,336,39,True,1
288,True,True,True,True,False,394,0,7956,True,1
289,True,False,False,False,False,428,410,16989,True,1
290,False,True,True,True,False,630,4,15036,True,1
291,False,False,False,False,False,928,20,3421,True,1
292,False,False,True,False,False,44,5,2396,True,1
293,False,False,False,False,False,20,0,50,True,1
294,True,True,True,True,False,5831,57,457649,True,1
295,False,False,True,False,False,26,0,6832,True,1
296,False,False,True,False,False,10014,27,14473,True,1
297,False,False,False,False,False,8939,6003,5846,True,1
298,True,True,False,False,False,2,386,41,True,1
299,False,False,False,False,False,467,956,5748,True,1
300,False,False,True,True,False,94,1,2383,True,1
301,False,False,True,False,False,6664,1,6025,True,1
302,False,False,False,False,False,0,335,32,True,1
303,True,True,False,True,False,4,0,1469,True,1
304,False,False,True,False,False,37,35,9,True,1
305,True,True,False,False,False,0,247,24,True,1
306,False,False,False,False,False,14,214,3,True,1
307,False,False,True,True,False,537,1,281,True,1
308,False,False,False,False,False,284,66,5986,True,1
309,False,False,False,True,False,0,27,60,True,1
310,False,False,False,False,False,80,0,10794,True,1
311,True,True,True,True,False,120,836,8,True,1
312,True,True,True,True,False,293,344,8638,True,1
313,False,True,True,False,False,243,4,69595,True,1
314,True,True,True,True,False,18,3,1456,True,1
315,False,True,True,True,False,79,80,901,True,1
316,False,False,False,False,False,576,31,2370,True,1
317,False,False,False,True,False,2,42,39,True,1
318,False,False,False,False,False,0,349,77,True,1
319,False,False,True,False,False,21,0,1343,True,1
320,False,False,True,False,False,16,1,2001,True,1
321,False,False,True,True,False,239,0,22089,True,1
322,False,False,False,False,False,9968,2,8782,True,1
323,False,False,False,False,False,0,223,24,True,1
324,False,False,False,False,False,8,86,3,True,1
325,False,False,False,False,False,906,2434,528,True,1
326,False,False,False,False,False,1,352,33,True,1
327,True,True,True,False,False,1419,1,32244,True,1
328,False,False,True,False,False,39,0,303,True,1
329,False,False,False,False,False,835,2290,17259,True,1
330,False,False,False,False,False,2,360,60,True,1
331,True,False,False,True,False,856,1078,130262,True,1
332,False,False,False,False,False,240,45,1993,True,1
333,True,False,True,True,False,4213,0,4364,True,1
334,True,False,False,False,False,77,490,15,True,1
335,False,False,True,False,False,0,336,23,True,1
336,True,True,True,True,False,172,5,3497,True,1
337,True,True,True,True,False,213,0,1063,True,1
338,False,False,False,False,False,379,12,22371,True,1
339,True,False,True,False,False,335,0,17375,True,1
340,False,False,False,False,False,102,86,1,True,1
341,False,True,True,False,False,52,0,93310,True,1
342,True,True,True,True,False,5631,6,6574,True,1
343,False,False,False,False,False,10,15,3,True,1
344,False,False,True,True,False,66,1,70,True,1
345,True,False,False,True,False,4965,0,67870,True,1
346,True,True,True,True,False,14917,227,53398,True,1
347,False,False,True,True,False,20,0,42453,True,1
348,True,True,True,False,False,803,31,808,True,1
349,True,True,True,True,False,164,0,2714,True,1
350,True,True,False,True,False,17,1,1522,True,1
351,True,False,True,False,False,9,0,6,True,1
352,False,False,False,False,False,9632,0,13936,True,1
353,False,False,False,False,False,0,86,0,True,1
354,False,False,False,False,False,6,109,2,True,1
355,True,False,True,False,False,1784,43,389,True,1
356,False,False,False,True,False,79,0,4007,True,1
357,False,False,False,False,False,96,29,195,True,1
358,False,False,False,True,False,600,818,1787,True,1
359,False,False,True,False,False,52,2,702,True,1
360,True,True,True,True,False,184,0,1125,True,1
361,False,True,True,False,False,945,2027,13935,True,1
362,True,True,True,True,False,67,0,886,True,1
363,False,False,False,False,False,1,29,72,True,1
364,True,True,False,False,False,338,471,260,True,1
365,False,False,False,False,False,2925,3,708,True,1
366,False,False,False,True,False,10,0,10370,True,1
367,False,False,False,False,False,47,197,1,True,1
368,False,False,False,False,False,54,1351,6,True,1
369,False,False,False,False,False,0,9,0,True,1
370,True,False,True,True,False,209,16,21278,True,1
371,True,True,True,False,False,335,3,4934,True,1
372,False,False,False,True,False,1,369,36,True,1
373,True,True,True,False,False,62,0,4106,True,1
374,True,True,True,True,False,155,0,14702,True,1
375,True,True,True,True,False,125,1,3201,True,1
376,False,False,True,True,False,499,53,2592,True,1
377,False,False,False,False,False,2,1,1360,True,1
378,False,False,False,False,False,70,5,4310,True,1
379,True,True,False,False,False,305,4,112538,True,1
380,True,True,False,True,False,956,0,434,True,1
381,False,False,False,False,False,543,3911,0,True,1
382,False,False,True,False,False,37,0,0,True,1
383,False,False,True,True,False,13,164,5,True,1
384,False,False,True,False,False,107,30,11151,True,1
385,False,False,False,False,False,34284,17397,191383,True,1
386,False,False,False,False,False,273,37,10115,True,1
387,False,False,False,False,False,8,45,5,True,1
388,False,False,False,False,False,3459,2282,57256,True,1
389,True,False,True,False,False,275,1,1961,True,1
390,True,True,False,True,False,1325,1797,18265,True,1
391,True,True,True,False,False,1690,0,15530,True,1
392,False,False,False,False,False,0,21,1,True,1
393,False,False,True,True,False,71,0,1490,True,1
394,False,False,False,False,False,2,501,130,True,1
395,False,False,False,False,False,4856,2162,1223,True,1
396,False,False,False,False,False,354,1,29635,True,1
397,False,False,False,False,False,0,39,0,True,1
398,True,True,False,True,False,455,480,6320,True,1
399,True,True,False,False,False,1,341,36,True,1
400,False,False,False,False,False,0,243,18,True,1
401,False,True,True,False,False,128,1814,18,True,1
402,False,False,False,False,False,3,39,3,True,1
403,True,True,True,False,False,151,1437,5,True,1
404,False,False,True,True,False,137,0,86797,True,1
405,True,False,True,True,False,2108,3,49270,True,1
406,False,False,False,False,False,153,0,2072,True,1
407,False,False,False,False,False,0,27,127,True,1
408,False,True,False,True,False,41,1,673,True,1
409,True,True,True,True,False,460,65,9058,True,1
410,False,True,True,False,False,1569,4882,112,True,1
411,False,False,False,False,False,7852,1,27610,True,1
412,True,True,True,False,False,50,0,926,True,1
413,False,False,True,False,False,74,7,80949,True,1
414,False,False,True,True,False,2108,1,5619,True,1
415,False,False,True,False,False,0,266,35,True,1
416,False,False,True,False,False,1474799,1,20990,True,1
417,False,False,False,False,False,396,0,3608,True,1
418,True,True,True,False,False,166,25,3622,True,1
419,True,False,True,True,False,5388,0,31751,True,1
420,False,False,False,False,False,8,1,258,True,1
421,False,False,False,False,False,8063,1,119,True,1
422,False,False,True,False,False,148,0,1723,True,1
423,False,False,False,False,True,7154703,240,5995,True,1
424,False,False,False,False,False,9,484,109,True,1
425,True,True,True,True,False,47,1,2610,True,1
426,False,False,False,False,False,3,38,5,True,1
427,False,False,True,False,False,13,5,10693,True,1
428,False,False,True,False,False,1655947,0,480858,True,1
429,False,False,True,False,False,2149,1,3741,True,1
430,False,False,False,False,False,1,261,21,True,1
431,False,False,False,False,False,646,1221,26729,True,1
432,False,False,True,True,False,18672,0,18270,True,1
433,False,False,True,True,False,16,1,1237,True,1
434,False,False,False,False,False,14,1978,426,True,1
435,False,False,False,False,False,4,102,0,True,1
436,True,True,False,True,False,280,48,4722,True,1
437,True,True,True,False,False,147,0,1388,True,1
438,True,True,True,True,False,20,0,5131,True,1
439,False,False,False,False,False,918,0,92849,True,1
440,False,False,False,False,False,12,64,7,True,1
441,True,True,True,True,False,1381,0,1292,True,1
442,False,False,False,False,False,4948,296,41190,True,1
443,False,False,False,False,False,27,2257,323,True,1
444,False,False,False,False,False,0,30,0,True,1
445,False,True,False,False,False,0,18,0,True,1
446,False,False,False,True,False,0,44,106,True,1
447,False,False,True,False,False,2,51,125,True,1
448,True,False,True,True,False,213,213,5988,True,1
449,False,True,True,True,False,189,366,36,True,1
450,False,True,False,False,False,166,1,17017,True,1
451,True,True,True,True,False,136,1,34446,True,1
452,True,True,True,True,False,100,1,6605,True,1
453,False,False,False,False,False,98,274,37,True,1
454,True,True,True,True,False,90,1,6703,True,1
455,False,False,True,False,False,7,0,5669,True,1
456,True,True,True,True,False,292,1,1958,True,1
457,False,False,False,True,False,4198,3,158639,True,1
458,False,False,False,False,False,60,0,1476,True,1
459,False,False,False,False,False,1,74,1,True,1
460,True,True,False,True,False,4355,2,26381,True,1
461,True,True,True,True,False,74,0,4415,True,1
462,False,False,False,False,False,3,270,22,True,1
463,False,False,True,False,False,3,631,177,True,1
464,False,False,False,False,False,9,93,8,True,1
465,False,False,False,False,False,263,13,452,True,1
466,False,False,True,True,False,8,0,528,True,1
467,False,True,True,True,False,30,564,22,True,1
468,False,False,True,True,False,5528,117,5201,True,1
469,False,False,False,False,False,1,495,97,True,1
470,True,True,True,True,False,274,2,15340,True,1
471,False,False,False,False,False,1640,26,19151,True,1
472,False,False,False,False,False,689,4,46115,True,1
473,False,False,False,False,False,647,0,75704,True,1
474,False,False,True,True,False,1870,4,16468,True,1
475,False,False,False,False,False,2,316,31,True,1
476,False,False,False,False,False,3523,2726,18407,True,1
477,False,False,False,True,False,0,10,79,True,1
478,False,False,False,False,False,2,362,39,True,1
479,True,True,True,False,False,33,13,1136,True,1
480,True,False,False,False,False,7,30,2,True,1
481,False,False,False,True,False,570,0,5096,True,1
482,False,False,False,False,False,993,4992,108,True,1
483,True,True,True,True,False,3153,103,288368,True,1
484,False,False,False,False,False,209,578,130,True,1
485,False,False,True,True,False,15659,0,849518,True,1
486,False,False,False,False,False,17,1926,369,True,1
487,False,False,False,False,False,99,563,46,True,1
488,False,False,True,False,False,34,1,41492,True,1
489,False,False,False,False,False,0,37,0,True,1
490,False,False,True,True,False,492,14,107,True,1
491,True,True,False,False,False,69,1513,1,True,1
492,False,False,True,True,False,6,0,1066,True,1
493,True,True,True,True,False,43536,1,104405,True,1
494,False,False,False,True,False,712,623,38905,True,1
495,True,True,False,False,False,153,0,144271,True,1
496,True,True,True,False,False,119,0,1761,True,1
497,False,True,True,True,False,9,1,2983,True,1
498,True,True,True,True,False,41,8,2,True,1
499,True,False,False,True,False,213,0,5685,True,1
500,False,True,False,False,False,463,14,2754,True,1
501,False,False,False,False,False,17,215,1,True,1
502,False,False,False,False,False,90,22,29724,True,1
503,False,False,False,False,False,93,95,23391,True,1
504,False,False,False,False,False,20,1867,397,True,1
505,False,True,True,True,False,153,2,391,True,1
506,True,True,True,True,False,119,1,18719,True,1
507,False,False,False,False,False,27,1928,355,True,1
508,False,False,False,False,False,0,25,0,True,1
509,True,True,True,True,False,12,0,251,True,1
510,False,False,False,False,False,978,2104,114,True,1
511,True,False,True,True,False,575,0,4204,True,1
512,False,False,False,False,False,1,69,11,True,1
513,False,False,False,False,False,0,67,0,True,1
514,False,False,False,True,False,1514,4218,522,True,1
515,False,False,False,False,False,55,2,759,True,1
516,False,False,False,False,False,41056,304,63307,True,1
517,True,True,False,True,False,2097,4,47707,True,1
518,False,False,False,False,False,2399,4936,5581,True,1
519,True,True,True,True,False,27728,65,16231,True,1
520,True,True,True,False,False,42,0,964,True,1
521,True,True,True,False,False,110,111,3609,True,1
522,False,False,True,True,False,4294,7,72621,True,1
523,False,False,True,False,False,0,264,20,True,1
524,True,True,True,True,False,340,0,188270,True,1
525,True,True,True,False,False,1902,3,95201,True,1
526,False,True,False,False,False,493,7,2964,True,1
527,False,False,True,False,False,39,0,208,True,1
528,False,False,True,False,False,190,657,594,True,1
529,False,False,True,False,False,557,3,440,True,1
530,True,True,True,False,False,1651,1,1599,True,1
531,True,True,False,True,False,202,8,2978,True,1
532,True,False,False,False,False,986,1,30417,True,1
533,False,False,False,True,False,957,2826,4413,True,1
534,False,False,False,False,False,3,343,41,True,1
535,False,False,False,False,False,0,148,17,True,1
536,False,True,True,False,False,372,4815,2,True,1
537,False,False,False,True,False,7503,0,108527,True,1
538,True,True,True,True,False,10407,11555,25783,True,1
539,True,True,True,True,False,1511,138,30161,True,1
540,True,False,True,True,False,29,1,105,True,1
541,False,False,True,False,False,253,0,40184,True,1
542,False,False,False,False,False,1174,19,1145,True,1
543,True,True,True,True,False,6805,88,3272,True,1
544,False,False,False,False,False,1,280,16,True,1
545,False,False,True,False,False,943,1,14074,True,1
546,False,True,False,False,False,79,0,40308,True,1
547,True,True,True,True,False,302,1,2953,True,1
548,False,False,False,False,True,10684,158,91,True,1
549,False,False,False,False,False,75,0,6414,True,1
550,False,True,True,False,False,158,2410,1,True,1
551,False,False,True,False,False,7,1,5856,True,1
552,False,False,False,True,False,1,387,44,True,1
553,False,False,True,False,False,101,1,1281,True,1
554,False,False,False,False,False,133,271,18,True,1
555,True,False,True,False,False,280,0,717,True,1
556,False,False,True,True,False,299,1,3855,True,1
557,True,True,False,True,False,3738,7,59713,True,1
558,False,False,False,True,False,4,0,127,True,1
559,False,False,False,False,False,1,41,1,True,1
560,True,True,True,True,False,180,4,5265,True,1
561,False,False,True,True,False,280,0,6413,True,1
562,True,True,True,False,False,36,1,3649,True,1
563,False,False,True,False,False,632,0,2822,True,1
564,False,False,False,False,False,1,30,106,True,1
565,False,False,True,False,False,371,5,70202,True,1
566,False,False,False,True,False,17,564,4,True,1
567,False,False,False,False,False,20,287,1,True,1
568,False,False,True,False,False,412,15,46926,True,1
569,True,True,True,True,False,533,0,7145,True,1
570,False,False,False,True,False,2623,5,3952,True,1
571,True,True,True,True,False,202,1,1678,True,1
572,False,False,True,False,False,98,24,3336,True,1
573,True,True,True,True,False,694,0,22368,True,1
574,False,False,False,False,False,168,2,12406,True,1
575,False,False,True,False,False,147,0,96,True,1
576,False,False,False,False,False,4087,1,3549,True,1
577,False,False,False,True,False,75,4,1770,True,1
578,False,False,True,False,False,8,669,177,True,1
579,False,False,False,False,False,237,1,27579,True,1
580,False,False,False,False,False,0,60,0,True,1
581,False,False,False,False,False,8,91,18,True,1
582,False,False,False,False,False,702,1359,94409,True,1
583,True,True,True,True,False,129,4,1168,True,1
584,False,True,False,False,False,292,2225,0,True,1
585,False,False,False,False,False,0,461,93,True,1
586,False,False,False,False,False,4,445,80,True,1
587,False,False,False,False,False,1,258,14,True,1
588,True,True,True,True,False,99,0,1665,True,1
589,False,False,True,True,False,66,2,432,True,1
590,False,False,False,True,False,752,0,21132,True,1
591,True,True,True,True,False,15,3,854,True,1
592,False,False,True,False,False,1902,94,21114,True,1
593,True,False,False,True,False,5744,3,105941,True,1
594,False,False,False,False,False,1,162,0,True,1
595,False,False,False,False,False,8,0,41,True,1
596,False,False,False,False,False,52,222,1,True,1
597,False,False,True,False,False,421,1636,4701,True,1
598,True,True,False,True,False,413,148,22,True,1
599,True,False,True,False,False,1479,3,32440,True,1
600,False,False,True,False,False,252,2,15823,True,1
601,False,False,True,False,False,163,206,502,True,1
602,False,False,False,False,False,3,30,1,True,1
603,True,True,True,False,False,65,0,10069,True,1
604,True,False,True,False,False,6766,3006,79860,True,1
605,False,False,False,False,False,1637,1770,66824,True,1
606,True,True,True,True,False,116,0,8421,True,1
607,False,False,False,False,False,24,712,22,True,1
